,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25232138,IN THE CLUB,31,2021-12-31,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232139,My Humps,32,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Latvia,viral50,MOVE_UP,,2021-12-31
25232140,all I want is you,33,2021-12-31,"Rebzyyx, hoshie star",https://open.spotify.com/track/7lOvJBqH38ZY59eLU7bioq,Latvia,viral50,MOVE_UP,,2021-12-31
25232141,We Don't Talk About Bruno,34,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232142,Fairytale of New York (feat. Kirsty MacColl),35,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232143,Limuzīns Uz Krīta,36,2021-12-31,Citi Zēni,https://open.spotify.com/track/629jErpkObPMEd4aUqPvew,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232144,After Dark,37,2021-12-31,Mr.Kitty,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232145,La Espada,38,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232146,Own Brand Freestyle,39,2021-12-31,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,Latvia,viral50,SAME_POSITION,,2021-12-31
25232147,Ты не верь слезам (LAB с Антоном Беляевым),40,2021-12-31,"Gruppa Skryptonite, Therr Maitz",https://open.spotify.com/track/6fFrnFGaVB2bWPKHxdXAWO,Latvia,viral50,MOVE_UP,,2021-12-31
25232148,Погоди,41,2021-12-31,DSPRITE,https://open.spotify.com/track/5sJt5rmSaKTQyAymKx6e1W,Latvia,viral50,SAME_POSITION,,2021-12-31
25232149,Башня,42,2021-12-31,"Даня Милохин, Mumiy Troll",https://open.spotify.com/track/7gPyGGhy2cVVVOq5V5jUt4,Latvia,viral50,SAME_POSITION,,2021-12-31
25232150,Legend,43,2021-12-31,Tevvez,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232151,Снова обогнал их,44,2021-12-31,uglystephan,https://open.spotify.com/track/2ZTJxMmPZizet6NSJmSezo,Latvia,viral50,SAME_POSITION,,2021-12-31
25232152,Ginseng Strip 2002,45,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232153,abcdefu (angrier),46,2021-12-31,GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,Latvia,viral50,MOVE_UP,,2021-12-31
25232154,Кожура,47,2021-12-31,ZAPOMNI,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232155,Karameles,48,2021-12-31,"Ingus Ulmanis, Zane Dombrovska",https://open.spotify.com/track/6a3FylB1GVpvASUUtrsqlB,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232156,Down Under (feat. Colin Hay),49,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232157,Only Love Can Hurt Like This,50,2021-12-31,Paloma Faith,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232158,Swimming Pool,1,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232159,It's Called: Freefall,2,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232160,Новый Год,3,2021-12-31,"Steklovata, Стекловата",https://open.spotify.com/track/3y7hEil2o53TQUMAxlkGvm,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232161,Sahara,4,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232162,HMU,5,2021-12-31,Tobias Dray,https://open.spotify.com/track/60U1w8wJMlPvXRdPaLAYqi,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232163,I AM WOMAN,6,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232164,Legend,7,2021-12-31,Tevvez,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,Lithuania,viral50,MOVE_UP,,2021-12-31
25232165,Shake,8,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232166,Pope Is a Rockstar,9,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Lithuania,viral50,MOVE_UP,,2021-12-31
25232167,Alien Blues,10,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232168,Новый год,11,2021-12-31,Стекловата,https://open.spotify.com/track/5Ne6yWmQZ8qrCnOJ2Fc7Tb,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232169,Cocaine Jesus,12,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232170,The Perfect Girl,13,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232171,Ginseng Strip 2002,14,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232172,TO THE,15,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232173,MIDDLE OF THE NIGHT,16,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232174,abcdefu,17,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Lithuania,viral50,MOVE_UP,,2021-12-31
25232175,Move Your Body,18,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Lithuania,viral50,MOVE_UP,,2021-12-31
25232176,СОЛНЦЕ МОНАКО,19,2021-12-31,Lusia Chebotina,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232177,IN THE CLUB,20,2021-12-31,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232178,Fall in Love with You.,21,2021-12-31,Montell Fish,https://open.spotify.com/track/31MQR9rOHRXyg4J01hRY1h,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232179,Shiko,22,2021-12-31,"Gehlektek, TakaTuka",https://open.spotify.com/track/011dWhYZyNEITebRXv3ARB,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232180,u.,23,2021-12-31,niteboi,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232181,MARCELINE,24,2021-12-31,Lil God Dan,https://open.spotify.com/track/17zEBtrjKKa2hwk9CxWIkX,Lithuania,viral50,SAME_POSITION,,2021-12-31
25232182,Cpr,25,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Lithuania,viral50,MOVE_UP,,2021-12-31
25232183,Тает лёд,26,2021-12-31,Грибы,https://open.spotify.com/track/0cItyj95uqYjvYGchMLzIh,Lithuania,viral50,MOVE_UP,,2021-12-31
25232184,Notion,27,2021-12-31,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,Lithuania,viral50,MOVE_UP,,2021-12-31
25232185,We Don't Talk About Bruno,28,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Lithuania,viral50,MOVE_UP,,2021-12-31
25232186,Только по дури,29,2021-12-31,Ежемесячные,https://open.spotify.com/track/24h4LzuORNmnSviYYymhqb,Lithuania,viral50,MOVE_UP,,2021-12-31
25232187,Maco Mamuko tequail,30,2021-12-31,LIL SAM BYO,https://open.spotify.com/track/4zgnvDL6xhKeHo0M0eh869,Lithuania,viral50,MOVE_UP,,2021-12-31
25232188,La Espada,31,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232189,Frozen,32,2021-12-31,"Madonna, Sickick",https://open.spotify.com/track/6lknMmJZALXxx7emwwZWLX,Lithuania,viral50,MOVE_UP,,2021-12-31
25232190,My Humps,33,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Lithuania,viral50,MOVE_UP,,2021-12-31
25232191,Chandelier,34,2021-12-31,Will Paquin,https://open.spotify.com/track/3REELyDyt5SPKX2387Zubv,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232192,Sunset,35,2021-12-31,pixelbobby,https://open.spotify.com/track/0LBpzdYnWesRulHJOxWlC4,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232193,Do It To It,36,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232194,Love Grows (Where My Rosemary Goes),37,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232195,Comfort Chain,38,2021-12-31,Instupendo,https://open.spotify.com/track/5BAXlRDW3YaPr3rfqV51TA,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232196,Asmr,39,2021-12-31,Only Fire,https://open.spotify.com/track/3jPaqo45RVrafP6NnWMBkQ,Lithuania,viral50,MOVE_UP,,2021-12-31
25232197,Super Idol - Remix,40,2021-12-31,Samstring,https://open.spotify.com/track/5t07RuwZAUBBnF2tWKwgmP,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232198,Helikopter,41,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232199,Komunalininkų Balius,42,2021-12-31,Naratyvinis 100 G Alkobilis,https://open.spotify.com/track/7oE1dX3yVKNwuNxz2kaCTr,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232200,Wanna Play?,43,2021-12-31,The Prophet,https://open.spotify.com/track/6iBL6TOzsO75Yz0cG1MO0o,Lithuania,viral50,MOVE_UP,,2021-12-31
25232201,Enemy (with JID) - from the series Arcane League of Legends,44,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Lithuania,viral50,MOVE_UP,,2021-12-31
25232202,After Dark,45,2021-12-31,Mr.Kitty,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232203,Ca plane pour moi,46,2021-12-31,Plastic Bertrand,https://open.spotify.com/track/71yCMlsD6qbD7NmNUEoVNR,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232204,Krenta Sniegas,47,2021-12-31,Egidijus Sipavičius,https://open.spotify.com/track/5MXf6hB1eOdTNGX5Irv8yn,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232205,Fairytale of New York (feat. Kirsty MacColl),48,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232206,Live Another Day,49,2021-12-31,Kordhell,https://open.spotify.com/track/34lfu3S4fIcKZRNXzbdbo7,Lithuania,viral50,MOVE_DOWN,,2021-12-31
25232207,Super Gremlin,50,2021-12-31,Kodak Black,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF,Lithuania,viral50,NEW_ENTRY,,2021-12-31
25232208,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Luxembourg,viral50,SAME_POSITION,,2021-12-31
25232209,I AM WOMAN,2,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232210,Do It To It,3,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232211,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),4,2021-12-31,KUMMER,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv,Luxembourg,viral50,SAME_POSITION,,2021-12-31
25232212,abcdefu,5,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232213,Pope Is a Rockstar,6,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232214,Jefe,7,2021-12-31,Ninho,https://open.spotify.com/track/6HTJgY7iWWlVLSDHsfHePf,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232215,It'll Be Okay,8,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232216,Mit Dir,9,2021-12-31,Sido,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta,Luxembourg,viral50,SAME_POSITION,,2021-12-31
25232217,Fairytale of New York (feat. Kirsty MacColl),10,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232218,Bruxelles je t’aime,11,2021-12-31,Angèle,https://open.spotify.com/track/0iqk44gA8PaId0Fwa6eesN,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232219,Démons,12,2021-12-31,"Angèle, Damso",https://open.spotify.com/track/3gAEAmxdP1GIjgQ3Zud2mE,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232220,Enemy (with JID) - from the series Arcane League of Legends,13,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232221,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),14,2021-12-31,Amaarae,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232222,Infinity,15,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232223,Own Brand Freestyle,16,2021-12-31,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232224,I Hate U,17,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232225,LA FAMA (with The Weeknd),18,2021-12-31,ROSALÍA,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232226,Move Your Body,19,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Luxembourg,viral50,NEW_ENTRY,,2021-12-31
25232227,D O D O,20,2021-12-31,Tayc,https://open.spotify.com/track/7fWotHT92my4vLN713vFTa,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232228,BM (London View),21,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232229,Just Look Up (From Don’t Look Up),22,2021-12-31,"Ariana Grande, Kid Cudi",https://open.spotify.com/track/3QPBocWfIcOCdFFvmqn60F,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232230,MIDDLE OF THE NIGHT,23,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232231,Dos Oruguitas,24,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Luxembourg,viral50,NEW_ENTRY,,2021-12-31
25232232,Lost in the Fire (feat. The Weeknd),25,2021-12-31,Gesaffelstein,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232233,Super Gremlin,26,2021-12-31,Kodak Black,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF,Luxembourg,viral50,NEW_ENTRY,,2021-12-31
25232234,Heat Waves,27,2021-12-31,Glass Animals,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232235,Notion,28,2021-12-31,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232236,After Dark,29,2021-12-31,Mr.Kitty,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232237,love nwantiti (ah ah ah),30,2021-12-31,CKay,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232238,My Humps,31,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Luxembourg,viral50,MOVE_UP,,2021-12-31
25232239,u.,32,2021-12-31,niteboi,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232240,Sip (Alcohol),33,2021-12-31,Joeboy,https://open.spotify.com/track/4tr4oHjFijp0EgISHYDIXe,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232241,abcdefu (angrier),34,2021-12-31,GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232242,Je te laisserai des mots,35,2021-12-31,Patrick Watson,https://open.spotify.com/track/0V5cvmTKsYmF5FmGGEAfmS,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232243,Peru,36,2021-12-31,Fireboy DML,https://open.spotify.com/track/0lk5tzmaJWVAv5GBvpm3xu,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232244,Jour meilleur,37,2021-12-31,Orelsan,https://open.spotify.com/track/6VOUfCrjmxH62oijWgbC6O,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232245,Alien Blues,38,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232246,I Love You So,39,2021-12-31,The Walters,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,Luxembourg,viral50,NEW_ENTRY,,2021-12-31
25232247,Space Song,40,2021-12-31,Beach House,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232248,Dark Red,41,2021-12-31,Steve Lacy,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232249,L'odeur de l'essence,42,2021-12-31,Orelsan,https://open.spotify.com/track/4c3TC1eWvz6BgOqSlOAKdT,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232250,paris freestyle - skrilla remix,43,2021-12-31,Pashanim,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232251,VVS,44,2021-12-31,Ninho,https://open.spotify.com/track/5S12Ds2RswM2ITC0u1J01f,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232252,Vérité,45,2021-12-31,Ninho,https://open.spotify.com/track/1O1EqgvgRyj1ejZPUxI0UX,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232253,Pepas,46,2021-12-31,Farruko,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,Luxembourg,viral50,NEW_ENTRY,,2021-12-31
25232254,10von10,47,2021-12-31,Pajel,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232255,Wandered To LA (with Justin Bieber),48,2021-12-31,Juice WRLD,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232256,Face Off,49,2021-12-31,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",https://open.spotify.com/track/6M47gaKejso9772SKTa3yH,Luxembourg,viral50,MOVE_DOWN,,2021-12-31
25232257,"Time Time (feat. Squeezie, Myd & KronoMuzik)",50,2021-12-31,Trei Degete,https://open.spotify.com/track/1MkN8pZzDBf1b2uzfYVOQp,Luxembourg,viral50,SAME_POSITION,,2021-12-31
25121505,ELEVEN,1,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232258,We Don't Talk About Bruno,2,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Malaysia,viral50,MOVE_UP,,2021-12-31
25232259,Ajarkan Aku...,3,2021-12-31,Arvian Dwi,https://open.spotify.com/track/0oFODP50WO9IhPfZHZ99hs,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232260,Happy Death Day,4,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232261,Surface Pressure,5,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Malaysia,viral50,MOVE_UP,,2021-12-31
25232262,BILA NANTI,6,2021-12-31,Nabila Maharani,https://open.spotify.com/track/4nAcExb3w5lk5LVGVULfcM,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232263,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",7,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Malaysia,viral50,MOVE_UP,,2021-12-31
25232264,Habibi,8,2021-12-31,"Ricky Rich, Dardan, Zuna",https://open.spotify.com/track/0PukrHFus6hVBHku8hrS0Z,Malaysia,viral50,MOVE_UP,,2021-12-31
25232265,น้ำแดงน้ำส้ม,9,2021-12-31,JV.JARVIS,https://open.spotify.com/track/1xxJiB2B3rMw8g85PPtcN7,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232266,"如果可以 - 電影""月老""主題曲",10,2021-12-31,WeiBird,https://open.spotify.com/track/72OVnXDzugvrCU25lMi9au,Malaysia,viral50,MOVE_UP,,2021-12-31
25232267,Takut,11,2021-12-31,Idgitaf,https://open.spotify.com/track/1qHddOZ7pwtmOsw0RmlKFx,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232268,abcdefu,12,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232269,Ginseng Strip 2002,13,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Malaysia,viral50,MOVE_UP,,2021-12-31
25232270,Sunroof,14,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232271,Die For You,15,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232272,Habibi - Albanian Remix,16,2021-12-31,"Ricky Rich, Dardan, DJ Gimi-O",https://open.spotify.com/track/2sHYMLUd4nVLxHPKY05Ein,Malaysia,viral50,MOVE_UP,,2021-12-31
25232273,Roman Picisan,17,2021-12-31,"Hanin Dhiya, Ahmad Dhani",https://open.spotify.com/track/47SkuKc4Po0JInI0JTtO61,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232274,แค่เพื่อนมั้ง (Just Friend?) - เพลงประกอบซีรีส์ แค่เพื่อนครับเพื่อน BAD BUDDY SERIES,18,2021-12-31,นนน กรภัทร์,https://open.spotify.com/track/03jBontbv2DkRxsgLU8H4x,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232275,Janji Manis,19,2021-12-31,Masdo,https://open.spotify.com/track/31ECplyzYRmbQihescMh6N,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232276,It'll Be Okay,20,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232277,I Hate U,21,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Malaysia,viral50,SAME_POSITION,,2021-12-31
25232278,TO THE,22,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Malaysia,viral50,MOVE_UP,,2021-12-31
25232279,MIDDLE OF THE NIGHT,23,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Malaysia,viral50,MOVE_UP,,2021-12-31
25232280,I AM WOMAN,24,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232281,Shake,25,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Malaysia,viral50,MOVE_DOWN,,2021-12-31
25232282,Baby Came Home 2 / Valentines,26,2021-12-31,The Neighbourhood,https://open.spotify.com/track/40gvh6jP5qxMJuMmF9lG9A,Malaysia,viral50,MOVE_UP,,2021-12-31
25232283,Material Girl,27,2021-12-31,Saucy Santana,https://open.spotify.com/track/6nQ1B216Liiydhgn2gar0o,Malaysia,viral50,MOVE_UP,,2021-12-31
